-3:18 | (New member) LassesAffar: 30????
43:37 | Denied: that is egg!
43:38 | (New member) Theblekedet: very nice
43:38 | (New member) Mister Eko: is that butter
43:42 | パナナナダ: scrambled eggs
43:43 | (New member) Voltage: scrambled!
43:44 | (New member) Ekusupuroshon: Americans...
43:45 | (New member) XenMaster220: Very American breakfast.
43:48 | SpaceTalon: that looks like scrambled egg 
43:53 | (New member) Mechanized Doge: 究極の西洋ダッド
43:53 | (New member) 77Yuja_: rent free
43:53 | (New member) Nero: that's totally scrambled eggs
43:53 | (New member) Firstname Lastname: europoors :_away:
43:54 | (New member) Momiji Channel: now that's some scrambled eggs, a bit overdone but good
43:55 | (New member) Ekusupuroshon: Is this Based bug???
43:56 | (New member) BasedBug: If I said I was a consistent 72kg, would you believe me?
43:57 | (New member) ユーネ: that's a lot of calories...
43:58 | (New member) Canna: Add some milk to your eggs to make them better 
43:58 | (New member) Ark K.: it looks good
44:00 | bejad007: bea only know tamagoyaki way of cooking
44:01 | (New member) Zhnigo: amerikajin-tachi...
44:02 | (New member) nona: Why can't dad cook eggs?
44:05 | darukaru: Very Denny’s standard
44:05 | (New member) Kazoo: at least spread the butter
44:09 | (New member) Jackku Chan: High-fat and high-protein breakfasts are actually pretty healthy. 
44:10 | (New member) Shippo: BasedBugsan pointer...
44:24 | (New member) The Flesh Is Weak: half of the butter bar here
44:29 | Sheep: based is eating good, that looks nice
44:30 | InubaSHIRI Momiji: like mikan
44:31 | (New member) Lazm: Citrus
44:31 | (New member) max r: its like a small orange
44:32 | (New member) Antonio Badilla: mikan
44:33 | (New member) LapanNaxela: >eating breakfast
44:33 | (New member) Herbie Cucumber: fancy orange
44:35 | (New member) ユーネ: Clementine is a fruit
44:35 | (New member) Steven Frati: Clementie is like a tangerine.
44:39 | Theodore Kaczynski: Clementines are small oranges
44:39 | darukaru: Like a tangerine
44:39 | Valkenhayn Hellsing: beatani feet
44:40 | cycochaos2: small orange
44:40 | (New member) Jackku Chan: Clementine is a small orange, yeah.
44:40 | TheHighestNativeGod: it's like an orange but sweeter
44:42 | Denied: tiny orange
44:42 | Börk Börk: Clementines are like mandarines
44:46 | (New member) Voltage: tangerine
44:46 | (New member) LassesAffar: みかんっぽい
44:47 | (New member) Zia: Oranges but better
44:51 | (New member) Jackku Chan: You have oranges, mandarins, clementines, etc.
44:53 | (New member) Zhnigo: tangerines with orange juice?
44:54 | (New member) Margrave: Mandarin orange 
44:54 | (New member) Lazm: It's a special tangerine.
45:00 | Wheresmyeyebrow: MAPLE SYRUP
45:00 | (New member) Mister Eko: how big is the mug or how small are the sausages
45:01 | Theodore Kaczynski: HI HONEY
45:03 | Theodore Kaczynski: SHE SAID IT
45:04 | (New member) Ark K.: yeah, the pancake is sekkusu
45:13 | (New member) XenMaster220: My god, this guy is a true burger:_listener:
45:13 | (New member) Firstname Lastname: basedbug living up to his name
45:13 | (New member) Andrew: this one looks the best so far
45:15 | (New member) Sleep: standard 1990 dad
45:24 | (New member) max r: I like breakfast like this, but I definitely can't eat it every day.
45:29 | SpaceTalon: 🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄
45:31 | (New member) Jackku Chan: @BasedBug This guy knows how to advertise his pancakes
45:32 | (New member) Margrave: Traditional burger breakfast 
45:33 | (New member) Lazm: Wiki-bro, take notes. Pancecki!
45:33 | (New member) Mechanized Doge: >she likes it fluffy
45:35 | (New member) BasedBug: I did overdo it on the butter..
45:41 | (New member) Ekusupuroshon: He eats this everyday...
45:42 | (New member) Kazoo: Raw on the inside
45:46 | (New member) Zhnigo: i will now buy your pancake
45:51 | (New member) ユーネ: diabetes-san...
45:51 | (New member) The Flesh Is Weak: fatty...
45:52 | TheHighestNativeGod: This looks very tasty, I would eat that breakfast!
45:53 | (New member) Jackku Chan: What type of butter?
45:54 | (New member) Margrave: More butta!
45:54 | (New member) Steven Frati: Oh my god he's even using a proper Americana Red White and Blue patterend tablecloth.... son of a bitch dad
45:58 | Sheep: yes
45:59 | (New member) Voltage: basedbug your artery reps....
46:01 | sleepy: yes it's mikan
46:02 | (New member) Antonio Badilla: kinda
46:03 | (New member) max r: smaller but yes
46:03 | (New member) Jackku Chan: Is it whole butter? Margarine? Mix of butter/oil?
46:04 | (New member) XenMaster220: It's a good breakfast though, These breakfasts are nice to have.
46:04 | (New member) ThePlatinumCan: Yes
46:15 | (New member) Andrew: small olange
46:22 | (New member) BasedBug: I'm 72kg and eat two meals a day, they gotta be big meals
46:25 | darukaru: mini mikan 
46:27 | (New member) Kazoo: the butter on the clementines is too much
46:31 | (New member) Mister Eko: it looks oishi as fuck, but the butter is too much
46:39 | (New member) Zia: Perfect for one meal a day!
46:43 | (New member) Sleep: that makes sense
46:45 | (New member) Jackku Chan: Yeah, one meal doesn't make you fat, having a lot of food a day makes you fat.
46:49 | DZ VW: he's a rich man he eats two meals a day
46:50 | (New member) The Flesh Is Weak: your diet:_handreps:...
46:51 | (New member) Zhnigo: one meal every two days
47:02 | Börk Börk: @BasedBug don't get breakfastshamed, mate. it looks nice
47:07 | (New member) Mister Eko: oh no...
47:09 | (New member) Ekusupuroshon: One meal every week
47:10 | (New member) The Flesh Is Weak: :_sprdo:
47:11 | (New member) ユーネ: :_yab:
47:12 | (New member) Rye Mountain: She is putting it in the excel
47:13 | Question Box: weight dox LETS GOOO
47:18 | (New member) Jackku Chan: Wow....
47:19 | (New member) max r: LOL
47:19 | (New member) BasedBug: Fuck
47:19 | (New member) Voltage: looks nice though based 🐛
47:20 | (New member) Lazm: Give all your sizes Bug. She's interested now.
47:21 | Denied: 0kg bear laughing at 75kg dad
47:22 | stuffed idiot: the dox grows...
47:26 | bejad007: dad... I...
47:27 | (New member) XenMaster220: lol
47:27 | (New member) Kazoo: doxed by bea
47:28 | (New member) CantDood: no bully!
47:28 | Denied: 72
47:32 | (New member) Mister Eko: Based bug....
47:32 | (New member) Lodowa Wrozka: get that into dox excel
47:38 | (New member) ThePlatinumCan: Dxxing viewers LET'S GOOOO
47:40 | (New member) Ekusupuroshon: Doxx...
47:40 | (New member) Voltage: :_handreps:size?
47:41 | (New member) Theblekedet: basedbug-san...
47:44 | (New member) Zia: Higher than Beatani's 59kg
47:47 | (New member) Mister Eko: BASED BUG LOVE
47:47 | (New member) Zhnigo: ouch
47:48 | (New member) Antonio Badilla: kek
47:49 | DZ VW: 75kg is obese by Asian standards
47:49 | (New member) Luginov: :_pain:
47:50 | Hernan: kek
47:51 | (New member) Canna: 888888
47:51 | (New member) max r: thank you for the useless information
47:52 | (New member) OverMagnet: :_mug:
47:52 | Sheep: pretty valuable info
47:53 | (New member) Tuffee: lmao
47:55 | TheHighestNativeGod: Based Bug-san...
47:57 | (New member) Theblekedet: get TMI'd by Beatani
47:57 | eeo: she still added it to her doxx spreadsheet though...
47:58 | (New member) Herbie Cucumber: lmao
48:00 | (New member) ThePlatinumCan: :_pain:
48:01 | (New member) Voltage: :_mug::_mug::_mug::_mug::_mug:
48:06 | (New member) Ark K.: beatani is 0kg
48:09 | (New member) Mister Eko: 0kg
48:13 | (New member) Voltage: they could be tall?
48:13 | (New member) XenMaster220: :_mug::_mug::_mug::_mug:
48:14 | sleepy: beatani is 69kg
48:14 | (New member) Hanabi: she's 58 and a half kg, get it right
48:14 | (New member) Sleep: 103KG beatani
48:15 | (New member) ユーネ: :_pain:
48:16 | (New member) Kazoo: she has a dad wiki she needs to update
48:20 | (New member) max r: 155 meters bear
48:20 | (New member) BasedBug: If you ate like this, you'd be 59kg
48:21 | Denied: 0kg
48:25 | DZ VW: A burger that uses kg instead of pounds? Blasphemy
48:26 | (New member) Lodowa Wrozka: big bea
48:26 | (New member) TheTarkus: 0kg imagine...
48:28 | (New member) Zhnigo: 155m, 0kg 
48:29 | (New member) Mister Eko: RFA reps...
48:32 | Question Box: 420kg
48:33 | stuffed idiot: 155m 0kg imagine...
48:36 | (New member) LapanNaxela: Betani weights 1024 MB
48:36 | (New member) LassesAffar: 79kg??
48:36 | (New member) Tianfang's Adventures: :_yah:
48:41 | (New member) Jackku Chan: 87kg dads lets goooooo
48:49 | (New member) Suukotto Funsha: 0kg weightless Bea
49:05 | darukaru: No weight on XP hill
49:06 | (New member) Voltage: beatani weighs as much as her models file size
49:07 | (New member) OverMagnet: Oof
49:10 | (New member) Mister Eko: wait
49:11 | (New member) The Flesh Is Weak: RAW:_yab:
49:15 | (New member) ThePlatinumCan: Whole egg!??
49:15 | (New member) Rye Mountain: Shell in the soup?
49:16 | (New member) CantDood: ?????
49:16 | bejad007: WHY
49:18 | SpaceTalon: wait... that egg still has shell 
49:18 | (New member) Peer: :_listener:
49:19 | (New member) TheTarkus: wait a minute...
49:19 | (New member) Zhnigo: why is the egg uncracked
49:20 | (New member) Mister Eko: how
49:20 | (New member) Margrave: Nani...
49:20 | Denied: is the egg still in the shell?
49:21 | (New member) Sleep: what is that
49:23 | Börk Börk: Why does the egg still have a shell!?
49:23 | (New member) david johnston: why on earth is the shell still on??????
49:24 | (New member) Herbie Cucumber: am I eating an egg shell?
49:25 | (New member) Steven Frati: Suspicious whole shell egg.
49:26 | (New member) Kazoo: eats the shell and all
49:26 | (New member) Mister Eko: this can't be right
49:27 | stuffed idiot: ???
49:29 | (New member) Antonio Badilla: is that eggshell?
49:29 | (New member) Ark K.: a whole egg with its shell
49:30 | (New member) Zhnigo: extra calcium
49:31 | Sheep: this is how we got corona
49:32 | (New member) Lodowa Wrozka: enjoy your salmonella
49:32 | Theodore Kaczynski: Beatani architect
49:33 | (New member) Rye Mountain: Gotta eat the shell for extra calcium
49:34 | (New member) Zia: Swallowing the egg whole, nice
49:34 | Cringe Broker: what the fuck
49:34 | (New member) Canna: Extra protein? 
49:34 | (New member) ThatVidyaGuy: ???
49:39 | (New member) Mister Eko: what I am looking at
49:40 | (New member) TheTarkus: calcium inclining
49:42 | Question Box: >eating the shell
49:42 | Denied: crunchy texture
49:46 | (New member) Jackku Chan: Too salty...
49:47 | (New member) Theblekedet: based snake dad
49:47 | (New member) Lazm: Based Snakedads
49:48 | Fridge Fridge: hardboiled I hope
49:49 | (New member) CommanderMichael: what in the-
49:49 | (New member) Sleep: he eats the whole shell
49:50 | (New member) Voltage: probably for the meme
49:50 | (New member) Ark K.: cup noodle doko?
49:50 | anon: ????
49:51 | (New member) The Flesh Is Weak: this dad probably eat chicken bones as well:_sprdo:
49:52 | eeo: shell for extra calcium..?
49:52 | Börk Börk: That eggshell was in a chicken's butt, why would you put it in your noodles?
49:52 | (New member) Steven Frati: This is dog food. Extra shell to improve their coat.
49:53 | (New member) Mister Eko: let's talk about the raw egg
49:53 | cycochaos2: you guys don't eat the shells? it's the best part
49:55 | (New member) 77Yuja_: bird laid an egg mid breakfast
49:56 | darukaru: Poached in the shell and you crack it before eating?
49:57 | stuffed idiot: not wasting the shell, b-based?
49:57 | SpartanChief: Rammstein?
49:58 | sleepy: the shells are rich in calcium 
49:58 | (New member) Margrave: WHOLE raw egg
50:02 | (New member) XenMaster220: kek, what even is this?:_sprdo:
50:02 | (New member) Rye Mountain: The healthiest egg
50:02 | (New member) Zia: Calcium intake...
50:03 | (New member) Tachi: :_sprdo:
50:03 | (New member) ユーネ: 草
50:04 | (New member) LassesAffar: calcium reps
50:06 | Hernan: shell 
50:08 | (New member) OverMagnet: NUTRIENTS
50:08 | TeutonicSorcery: Is it at least hard boiled?
50:09 | (New member) BasedBug: I feel less embarrassed now
50:09 | (New member) Jackku Chan: In Beatani Breakfast streams we eat the whole shell
50:12 | DZ VW: swallow the egg whole
50:12 | (New member) ユーネ: 森
50:16 | eeo: I think this poster might be a skeleton...
50:18 | (New member) david johnston: the shell adds a crunchy texture to the dish
50:19 | (New member) Mister Eko: hahahaha
50:21 | (New member) Zia: I also eat the cereal's package...
50:24 | (New member) Antonio Badilla: snake dad....
50:24 | (New member) ThatVidyaGuy: extra calcium
50:25 | (New member) Ark K.: salmonella bros...
50:27 | (New member) Zhnigo: swallow the whole egg, like a snake
50:27 | sleepy: no bea stop wasting food!
50:29 | Fridge Fridge: It adds crunch
50:31 | (New member) max r: Lol
50:32 | Sheep: he's doing his salmonella reps
50:32 | (New member) Rye Mountain: Laughing at this hard
50:32 | (New member) ユーネ: wtf whole egg
50:33 | cycochaos2: need to the crunch factor
50:36 | (New member) Sleep: crunchy cereal
50:38 | (New member) max r: WHY
50:39 | Question Box: imagine eating a unwashed shell......
50:41 | (New member) Lazm: Eat like snake.
50:41 | (New member) OverMagnet: 🐍🐍🐍
50:44 | (New member) Voltage: no calcium meds, only egg shell
50:44 | (New member) Ludd: Salmonella dad....
50:45 | (New member) ThePlatinumCan: lol
50:45 | eeo: you have to eat the WHOLE egg!
50:47 | (New member) Mister Eko: So I guess this is not the winner...?
50:48 | SpaceTalon: shell AWAY
50:49 | (New member) BasedBug: The crunch adds extra texture
50:51 | Börk Börk: Drink whole milk eat whole egg
50:56 | (New member) Voltage: snek dad
50:57 | (New member) ユーネ: shell:_away:
50:57 | (New member) Firstname Lastname: snake dads...
51:01 | stuffed idiot: salmonellachads rise up
51:03 | DZ VW: No spoon or chopsticks. Man is eating soup noodles with his hands.
51:08 | (New member) Zia: Suspicious 
51:09 | (New member) Randel Shurker: What possesses a person to do this.....
51:10 | (New member) Rye Mountain: Whole food diet
51:11 | Denied: snake dad...
51:11 | (New member) CantDood: maybe it's some gourmet bullshittery
51:16 | (New member) LapanNaxela: :_pain:
51:19 | TheHighestNativeGod: snake dad....
51:20 | (New member) ThatVidyaGuy: for that crunchy texture
51:21 | (New member) Momiji Channel: :_yab:
51:22 | (New member) Randel Shurker: Hard boiled eggs are to be peeled before being eaten.
51:22 | (New member) Theblekedet: snakedad don't need no utensils
51:24 | (New member) Zhnigo: on the internet nobody knows you're a snake
51:25 | (New member) Shippo: NICE
51:32 | (New member) Voltage: egg looks photoshopped from how out of place it is
51:35 | (New member) Steven Frati: He eats the bowl too in one gulp.
51:37 | (New member) Mister Eko: but why the raw egg
51:52 | (New member) LassesAffar: there's a spoon on the right below chat
51:55 | Denied: the chicken hasnt hatched yet...
51:58 | sleepy: potatoes in noodles? come on dad
51:59 | (New member) max r: 🥚
52:00 | (New member) Kazoo: breakfast the Campbell's soup way
52:02 | (New member) BasedBug: Lemon juice on the raw egg..
52:05 | (New member) Zhnigo: crunch on the egg shell for extra energy
52:06 | Sheep: lemon Is a great choice
52:08 | (New member) Rye Mountain: Some drops of lemon juice to dissolve the shell
52:15 | (New member) The Flesh Is Weak: survivor breakfast naruhodo:_sprdo:
52:24 | (New member) max r: ahhh the eggshells.
52:25 | SpaceTalon: I mean it looks amazing but why egg shell?
52:28 | (New member) Mister Eko: dad...
52:33 | sleepy: it's not dirty if you wash it
52:35 | (New member) ユーネ: egg:_away:
52:37 | (New member) Zia: Actually an alien trying to pass as human
52:38 | DZ VW: PLEASE ANDASTANDT!
52:38 | (New member) Kazoo: if the Japanese think this is odd, it truely is
52:39 | Theodore Kaczynski: FINN
52:41 | presence is yabai: eggshell away
52:41 | Theodore Kaczynski: ITS A FINN
52:42 | (New member) Voltage: the egg has to be a troll lol
52:43 | (New member) Theblekedet: Some eggs do have patterns
52:44 | (New member) BasedBug: EggShellGuys..
52:47 | (New member) ThatVidyaGuy: eggshell is a part of the experience
