-13:39 | Bob: 🍀
56:14 | Ludd: 🧨🧨🧨🐻🧨🧨🧨🧨
56:14 | Takeshi: 9
56:15 | Bob: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
56:15 | hohoemikuma: cute and funny math class
56:20 | RueTobas: 🧨🐻‍❄🧨
56:26 | Shippo: 🧨🐻‍❄🧨
56:27 | CantDood: this song is so 2000s internet culture
56:27 | imalittle cupcake: 🧨🐻‍❄🧨
56:28 | Destoroyar Fortress: BAKA 🧨🐻‍❄🧨 BAKA
56:29 | Zia: ⑨⑨⑨⑨
56:30 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
56:30 | フェットチーネ: バカ！バカ！
56:32 | Arkangel630: 🧨🧨🧨🐻🧨🧨🧨🧨
56:32 | Tachi: BAKA BAKA BAKA BAKA
56:34 | hohoemikuma: バカ！バカ！
56:34 | Sol Codguy: 🧨🐻‍❄🧨
56:34 | Jackku Chan: BAKA BAKA
56:35 | Cool bug Fact's: BAKA BAKA
56:36 | フェットチーネ: バカ！バカ！
56:36 | Canna: BAKA BAKA 
56:36 | Shippo: BAKA BAKA
56:36 | Mew: Baka Baka
56:36 | Rob G.: bwaaaka bwaaaka
56:37 | Rye Mountain: BAKA BAKA 
56:37 | Suukotto Funsha: Baka Baka
56:37 | ThatVidyaGuy: BAKA BAKA
56:37 | Simón: baka baka
56:38 | BasedBug: BAKA BAKA
56:38 | Stray Wolf: BAKA BAKA 
56:39 | MBmasher: BAKA BAKA
56:39 | Shippo: BAKA BAKA
56:40 | Hanabi: BAKA BAKA
56:40 | Shippo: BAKA BAKA
56:41 | Tachi: BAKA BAKA
56:41 | Stray Wolf: BAKA BAKA 
56:41 | Nasty Yukari: BAKA BAKA
56:41 | フェットチーネ: バカ！バカ！
56:41 | Chloro [クロロ]: BAKA BAKA
56:42 | minus INT [マイナスイント]: バカ！⑨ バカ！⑨ 
56:42 | imalittle cupcake: BAKA BAKA
56:42 | Arkangel630: BAKA BAKA
56:42 | Suukotto Funsha: Baka Baka
56:43 | max r: BAKA BAKA
56:43 | LassesAffar: Ba~ka baka!
56:43 | Destoroyar Fortress: BAKA 🧨🐻‍❄🧨 BAKA BAKA 🧨🐻‍❄🧨 BAKA
56:44 | Megiddo: BAKA BAKA
56:44 | CantDood: BAKA BAKA
56:44 | Kyle: BAKA BAKA
56:44 | Cool bug Fact's: BAKA BAKA
56:44 | Sheep: 🎶❄🎶❄🎶❄
56:45 | rm: BAAKA BAAKA
56:45 | VampirkoO: BAKA BAKA
56:45 | Transcendental_ColonThree: BAKA BAKA
56:45 | ChefHART: BAKA BAKA
56:45 | Sol Codguy: BAKA BAKA
56:45 | Ludd: ばかばか
56:46 | gyroninja: BAKA BAKA
56:46 | Flux: BAKA BAKA
56:47 | XeniVari: BAKA BAKA
56:47 | Stray Wolf: BAKA BAKA 
56:47 | コンティニュアム ー Continuum: BAKA BAKA
56:48 | imalittle cupcake: BAKA BAKA
56:48 | フェットチーネ: バカ！バカ！
56:48 | Suukotto Funsha: Baka Baka
56:48 | Aggressive Quack: BAKA BAKA
56:48 | Shippo: BAKA BAKA
56:49 | Xayn: ⑨BAKA⑨ ⑨BAKA⑨
56:49 | Simón: baka baka
56:50 | hohoemikuma: バカ！バカ！
56:50 | Stray Wolf: BAKA BAKA 
56:51 | Inaba: BAAKA BAAKA
56:52 | Mizuki Arisu: BAKA BAKA
56:52 | Flux: BAKA BAKA
56:52 | Zia: BAKA BAKA
56:54 | Wayne Kerr: BAKA BAKA!
56:54 | CantDood: BAKA BAKA
56:54 | Stray Wolf: BAKA BAKA 
56:55 | Theblekedet: BAKA BAKA
56:55 | gyroninja: BAKA BAKA
56:56 | ChefHART: BAKA BAKA
56:56 | Mizuki Arisu: BAKA BAKA
56:57 | Flux: BAKA BAKA BAKA BAKA
56:57 | CommanderMichael: Dads getting hit with nostalgia
56:59 | Nasty Yukari: BAKA BAKA
57:00 | Cool bug Fact's: 👏👏👏👏👏👏👏
57:00 | Kyle: 👏👏👏
57:00 | Megiddo: 88888888888
57:00 | BasedBug: WOW
57:01 | Verijero: 888888888888888
57:01 | CommanderMichael: BAKA BAKA
57:02 | Rob G.: 👏👏👏👏👏
57:02 | Zia: ⑨BAKA⑨ BAKA
57:03 | hohoemikuma: 👏👏👏👏👏👏
57:03 | pakkanen: 👏👏👏👏
57:03 | RueTobas: 👏👏👏👏👏👏
57:03 | Shippo: 8888888888888888
57:04 | Absolute Link: 👏👏👏👏👏
57:04 | Don L: バカバカ
57:04 | Sheep: 10/10
57:06 | Epsilon Channel エプシロン: ⑨⑨⑨
57:07 | Suukotto Funsha: 👏👏👏👏👏👏
57:07 | imalittle cupcake: Our daughter is so based
57:07 | Inaba: 88888888888
57:07 | max r: based
57:07 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $99.99 dayo!
57:08 | Bob: 8888888888888
57:08 | Absolute Link: sounds like you're having lots of fun!
57:08 | Tachi: 👏👏👏👏👏
57:09 | Mew: 👏👏👏👏
57:10 | gyroninja: 88888888888888888
57:11 | CommanderMichael: 8 8 8 8 8 8 8 
57:11 | Flux: KINO
57:11 | Theblekedet: 👏👏👏👏👏👏👏👏👏
57:11 | CantDood: 99999999
57:11 | Rye Mountain: 👏👏👏
57:12 | Chloro [クロロ]: 👏👏👏👏👏👏
57:12 | Canna: 👏👏👏👏👏👏
57:12 | Antonio Badilla: 👏👏👏👏
57:12 | imalittle cupcake: 👏👏👏👏👏👏
57:12 | Stray Wolf: 👏👏👏👏👏👏👏
57:13 | Steven Frati: Perfect execution!
57:14 | Aggressive Quack: 👏
57:15 | minus INT [マイナスイント]: Classic meme 👏 👏 👏 👏
57:16 | Stray Wolf: 👏👏👏👏👏👏👏👏
57:17 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏
57:19 | BasedBug: ANDREW RYAN I KNEEL
57:20 | Suukotto Funsha: Ultra Based Kuma
57:20 | Wayne Kerr: ❄🎶❄🎶❄🎶❄
57:22 | CommanderMichael: 👏 👏
57:24 | ThatVidyaGuy: Based Andrew!
57:25 | Why485: Blast from the past! 👏👏👏👏👏👏👏👏
57:26 | Transcendental_ColonThree: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏 I KNEEL
57:26 | Rye Mountain: 👏👏👏👏👏👏👏👏
57:29 | ThatVidyaGuy: I KNEEL
57:29 | Monster hmc: ⑨⑨⑨ is the strongest
57:30 | Xayn: 99999999
57:36 | Sol Codguy: 👏👏👏👏👏
57:38 | Stray Wolf: I'm singing with you 
57:38 | Andrew Ryan: 出した
57:39 | BRAD AEON 720: 999999
57:40 | Balnus Panglord: 👋BAED
57:42 | Mew: Andrew ⑨⑨⑨⑨⑨
57:45 | Stray Wolf: YES
57:45 | LassesAffar: It's 3AM so I did not, sorry
57:45 | Jackku Chan: The one who says baka is the baka!
57:48 | RueTobas: It's 5 AM for me beatani I'm not screaming Baka Baka
57:48 | Suukotto Funsha: Yes
57:49 | Rye Mountain: Yes, i sang along
57:49 | ThatVidyaGuy: yes
57:52 | Simón: Yes I did!
57:52 | Cool bug Fact's: Yah
57:52 | Chloro [クロロ]: I'm gonna wake my neighbor up..
57:52 | minus INT [マイナスイント]: Yea
57:53 | pakkanen: Yes I did
57:53 | BasedBug: I just did
57:53 | Shippo: yes
57:53 | Stray Wolf: YES
57:54 | Rob G.: hell no lol
57:54 | imalittle cupcake: Yes
57:55 | ChefHART: YES
57:56 | A A: No.
57:56 | Tachi: Yes 
57:56 | Sheep: it's 4am, sorry bea.....
57:57 | Flux: YES
57:57 | Don L: yes
57:58 | (Verified, Moderator) Streamlabs: Zia just tipped $9.99 dayo!
58:00 | Rye Mountain: My cat looked at me weird while i sang along
58:01 | CommanderMichael: YES
58:01 | Mister Eko: y-yes...
58:02 | Suukotto Funsha: My cat thinks I'm crazy now
58:03 | BRAD AEON 720: no my dad will think it's weird
58:03 | Mew: I did the tntntntnt 
58:03 | Canna: Of course 
58:03 | hohoemikuma: yes~
58:05 | Theblekedet: No, it's embarrasing lmao
58:05 | Tianfang's Adventures: Maybe..
58:06 | Jackku Chan: It's 5am so my neighbors are angry but yeah
58:06 | Arkangel630: YAH
58:07 | Aggressive Quack: I baka bakaed at my house,
58:07 | Mechanized Doge: 残念ながらノーです。
58:15 | Rob G.: my neighbours would hate me
58:15 | Shippo: i sung and waved with my glowsticks
58:17 | Wayne Kerr: yes!
58:18 | BasedBug: "BAKA BAKA"'s around the world
58:21 | CommanderMichael: BAAAKA BAAAKA
58:23 | Tachi: Dad is alone...
58:23 | imalittle cupcake: 5am yelling BAKA BAKA in my apartment building...
58:24 | Mechanized Doge: 草
58:24 | Sheep: ahahahah
58:29 | Cool bug Fact's: Good dads have to sing along
58:29 | Zia: .... 
58:29 | ChefHART: alone..
58:29 | Transcendental_ColonThree: I REGRET NOTHING
58:31 | Stray Wolf: oi 
58:31 | FerretParade: with the windows rolled down in the car
58:34 | Stray Wolf: oi oi oi 
58:36 | hohoemikuma: ow
58:36 | Qwazola: I'm glad she gets such a kick out of that
58:37 | Zia: Don't make fun...
58:39 | Wayne Kerr: BAKA BAKA will echo around the world!
58:45 | ThatVidyaGuy: I had fun saying it.
58:47 | max r: i am not alone 😢
58:47 | stuffed idiot: screaming baka alone at their screens
58:51 | ChefHART: *chair clattering*
58:51 | Jackku Chan: But we aren't alone, we have other dads saying it too!
58:54 | (Verified, Moderator) Streamlabs: Canna just tipped $200.00 dayo!
59:00 | Mizuki Arisu: never alone when i am with fellow dads
59:00 | Verijero: im a filthy otaku
59:02 | Rye Mountain: My cat saw, she thinks I'm mad
59:02 | Mew: It's 4 am nobody will see us 
59:04 | Destoroyar Fortress: He's crazy OTAKU
59:05 | hohoemikuma: unashamed of what i like!
59:07 | MBmasher: woah
59:07 | BasedBug: Bunch of crazy homeless dads
59:07 | Flux: WOOOAAHHHH
59:10 | Theblekedet: lmao
59:10 | Nasty Yukari: We were the baka all along...
59:12 | Mew: LET IT FLOW BARONS 
59:14 | gyroninja: They would just think I was a weeb
59:15 | Aggressive Quack: 200?!
59:17 | FerretParade: Bros I dont feel alone
59:17 | Suukotto Funsha: We're all crazy
59:19 | CommanderMichael: "some big weirdo OTAKU"
59:19 | Qwazola: He's crazy guy
59:19 | Aggressive Quack: BASED DAF
59:21 | hohoemikuma: 草
59:23 | Cool bug Fact's: Homeless and crazy. Dads have it rough...
59:26 | Stray Wolf: dame da ne dame yo dame na no yo...
59:26 | フェットチーネ: 🎉
59:31 | Flux: AAIIEE RICH DADS 
59:38 | Verijero: very cute and funny indeed
59:38 | Sheep: blessed laugh
59:42 | Jackku Chan: Homeless dad spotted running in street yelling baka baka
59:44 | Big Ron: Dad forced to live alone outside due to bear songs
59:48 | imalittle cupcake: Oil barons, I kneel...
59:49 | Rob G.: i'm mad scientist is so cool you sonofabitch
1:00:00 | ThatVidyaGuy: I may be crazy but I still have my daughter.
1:00:02 | (Verified, Moderator) Streamlabs: ideotshippocake just tipped $5.00 dayo!
1:00:13 | Wayne Kerr: dad chained to the bed in the mental hospital shouting "BAKA BAKA!"
1:00:13 | Steven Frati: A fair price to pay.
1:00:15 | Sheep: kek
1:00:21 | Stray Wolf: next song 
1:00:23 | Mew: UOOOOOOOOH
1:00:23 | Zia: evicted from the apartment after screaming BAKA
1:00:32 | Theblekedet: lol
1:00:32 | BasedBug: Based Ideotshippocake
1:00:43 | SpaceTalon: next song? 
1:00:56 | (Verified, Moderator) Streamlabs: NastyYukari just tipped $500.00 dayo!
1:01:00 | Stray Wolf: chkn
1:01:02 | stuffed idiot: youtube-kun...
1:01:04 | ChefHART: woah
1:01:07 | Mew: HOLY SHIT
1:01:08 | MBmasher: nastyyukari??
1:01:10 | BasedBug: I.. I kneel..
1:01:11 | Flux: AAAAIIIIEEEE
1:01:12 | Bob: i kneel...
1:01:12 | hohoemikuma: ❗
1:01:13 | Stray Wolf: woah yukari 
1:01:13 | max r: based....
1:01:14 | stuffed idiot: good lord
1:01:14 | Hanabi: oil barons in the house tonight
1:01:14 | Dp: Based dad!
1:01:15 | Raziel: based Yukari-san
1:01:16 | Theblekedet: based NastyYukari
1:01:16 | CantDood: JESUS
1:01:17 | Jackku Chan: The oil is spilling all over!
1:01:18 | Mothman: yoooooo
1:01:19 | Fake Name: Oh my gosh
1:01:20 | Flux: I KNEEL
1:01:20 | RueTobas: woooooooooo
1:01:20 | hohoemikuma: based!
1:01:21 | Stray Wolf: I kneel 
1:01:21 | Mothman: king dad
1:01:22 | BRAD AEON 720: I kneel
1:01:23 | Chloro [クロロ]: BASED
1:01:24 | フェットチーネ: 🎉🎉🎉
1:01:25 | FerretParade: bros he spent half his biden check. kneeling
1:01:29 | ChefHART: i kneel
1:01:29 | Rye Mountain: KNEEL
1:01:31 | Salty Sola: noice yukari
1:01:31 | hohoemikuma: amazon spell card peropero!
1:01:33 | RueTobas: oil baron dad
1:01:34 | Tianfang's Adventures: oh man
1:01:37 | Ardhya Naoki: wheres that gosling virus
1:01:39 | stuffed idiot: all this oil
1:01:41 | Raziel: rent is covered lol
1:01:43 | (Verified, Moderator) Streamlabs: Megiddo just tipped $50.00 dayo!
1:01:45 | Shippo: nastyyukarisan i kneel
1:01:48 | (Verified, Moderator) Streamlabs: m just tipped $100.00 dayo!
1:01:49 | (Verified, Moderator) Streamlabs: NastyYukari just tipped $96.80 dayo!
1:01:51 | Canna: The oil must flow 
1:01:53 | BasedBug: AAAAAAAAAAAAAA
1:01:54 | Raziel: 👏👏👏
1:01:55 | Vitz: NastyYukari-san is alright (and based)
1:01:57 | CantDood: yukari can just gap all money she wants tho
1:01:58 | Fake Name: Jesus Christ
1:01:59 | hohoemikuma: uwahh
1:02:03 | Rob G.: i kneel
1:02:04 | Flux: AAAIIIIEEEE
1:02:04 | Tianfang's Adventures: Oh no
1:02:06 | LoneRanger25: The oil dads are generous today
1:02:07 | MBmasher: what is happening lol
1:02:08 | Rye Mountain: This party is getting really crasy
1:02:11 | Takeshi: damn son
1:02:12 | Stray Wolf: oh no 
1:02:14 | Cool bug Fact's: I can't kneel hard enough
1:02:16 | imalittle cupcake: LET'S GOOOOO DONATION DADS
1:02:18 | Theblekedet: It's raining!
1:02:21 | stuffed idiot: drowning Beatani with oil
1:02:21 | BasedBug: Is this not the best karaoke party, or what?
1:02:21 | max r: too strong
1:02:22 | Flux: BROS !?
1:02:22 | Andrew Ryan: we struck oil
1:02:28 | Fake Name: This is scaring me
1:02:29 | Nasty Yukari: Trying really hard not to drop my spaghetti right now
1:02:34 | Aggressive Quack: This is why us dads are homeless
1:02:39 | Tianfang's Adventures: brooo
1:02:58 | BasedBug: FQING internet
1:02:59 | Jackku Chan: Oh my!
1:02:59 | ChefHART: oil barons....
1:03:01 | A A: What about the picnic?
1:03:01 | Qwazola: dis fuking internet
1:03:02 | Alexander Holzer: Woah
1:03:02 | Mechanized Doge: kek
1:03:03 | ChefHART: i kneel...
1:03:12 | Cool bug Fact's: swearing bear
1:03:13 | Andrew Ryan: 松坂based
1:03:16 | Absolute Link: lol
1:03:18 | Stray Wolf: haha
1:03:27 | stuffed idiot: keep it together yukari
1:03:32 | Mechanized Doge: is this going to be alright lol
1:03:52 | Sheep: to the moon is pretty good
1:03:52 | Jackku Chan: That's an RPG right
1:03:55 | Aggressive Quack: Oh to the moon is pretty good
1:03:56 | Raziel: To The Moon is really good!
1:04:01 | Verijero: nice
1:04:08 | Jackku Chan: Beatani is mooning!
1:04:09 | Verijero: corpse party would be a blast too
1:04:12 | フェットチーネ: To the Moon OSTs are good
1:04:21 | RobDeLaMort: Witch's House when? :o
1:04:27 | Andrew Ryan: ib anyone??
1:04:30 | hohoemikuma: lieat would be fun and short
1:04:38 | SukiKirai: playing some old final fantasies or stuff like that would be cool too
1:04:45 | Jackku Chan: NTR RPG anyone!?!?!
1:04:47 | imalittle cupcake: LiEat would be really good
1:05:02 | Xayn: Oh, LiEat is really cool
1:05:10 | ThatVidyaGuy: To the Moon is a great game.
1:05:24 | (Verified, Moderator) Streamlabs: かわま just tipped $5.00 dayo!
1:05:28 | hohoemikuma: based
1:05:28 | Verijero: based
1:05:29 | (Verified, Moderator) Streamlabs: reformingNEETdad just tipped $10.00 dayo!
1:05:31 | Tachi: NTR is kuso!
1:05:32 | Absolute Link: good taste
1:05:32 | CommanderMichael: yeah
1:05:32 | Theodore Kaczynski: based bear
1:05:33 | CommanderMichael: BASED
1:05:33 | Varham Axolt: based
1:05:35 | ThatVidyaGuy: based
1:05:35 | Tianfang's Adventures: bear dont miss
1:05:35 | LoneRanger25: Based
1:05:36 | Mister Eko: BASED
1:05:36 | Rob G.: vanilla bear
1:05:36 | Megiddo: Netori though, very good
1:05:37 | Aggressive Quack: Based
1:05:37 | Verijero: ntrfags btfo
1:05:38 | Sinris: good
1:05:39 | Theodore Kaczynski: NTR is disgusting
1:05:41 | Flux: HOLY BASED ALMIGHTY
1:05:42 | Sheep: I love ntr.....
1:05:44 | RobDeLaMort: Loyal bear ; ;
1:05:47 | CommanderMichael: Hello, based department?
1:05:49 | Cool bug Fact's: based
1:05:50 | Theblekedet: BASED
1:05:52 | Rob G.: 🍦🐻‍❄
1:05:53 | Jackku Chan: Tch, maybe next time...
1:05:54 | stuffed idiot: Aubrey.....
1:05:55 | Cameron Clarke: ntr is cringe
1:05:56 | SpaceTalon: NTR = CRINGE AND BLUEPILLED
1:05:57 | Raziel: non taxable revenue 
1:05:59 | Mizuki Arisu: BASED 
1:06:08 | Mew: Spell Cards! 
1:06:14 | BasedBug: Peropero ROUND 2
1:06:18 | Megiddo: the peropero commences
1:06:19 | Mew: P E R O P E R O 
1:06:21 | Original Japes: finally made it!
1:06:21 | A A: Lick the cards.
1:06:24 | Andrew Ryan: なめてほしいいいい
1:06:26 | Aggressive Quack: peropero tim
1:06:26 | Tianfang's Adventures: oh my
1:06:26 | imalittle cupcake: Peropero review...
1:06:27 | Flux: DO IT
1:06:27 | RobDeLaMort: Ez modo spellcards
1:06:29 | Bob: nice
1:06:33 | Theodore Kaczynski: NTR 気持ち悪い
1:06:35 | Destoroyar Fortress: Exposed
1:06:36 | Sheep: peropero......
1:06:54 | Raziel: spell cards are based
1:07:10 | Sheep: blessed dad donations
1:07:13 | RobDeLaMort: Y A H
1:07:53 | Theblekedet: dementia dad...
1:07:54 | Jackku Chan: Gee, how come Dad lets you have TWO cards?
1:08:30 | Mechanized Doge: >She loves him
1:08:34 | Jackku Chan: Yasashii nee
1:08:38 | ChefHART: dads...
1:08:45 | ChefHART: we couldnt become the oniichan...
1:08:46 | Flux: its over for me dads...
1:08:46 | Jackku Chan: He'd better be happy now
1:08:55 | Aggressive Quack: Bros...
1:08:57 | Rob G.: happiness....what's that
1:09:13 | (Verified, Moderator) Streamlabs: max just tipped $20.00 dayo!
1:09:14 | james heller: Im not going to make it bros...
1:09:15 | Sheep: beatani will suddenly have more oniichans next stream
1:09:15 | imalittle cupcake: How could anyone not be happy after that reaction
1:09:16 | Theblekedet: nukumolity level is through the roof!
1:09:18 | Bob: he did it...
1:09:21 | Megiddo: JP debut was longer
1:09:26 | Megiddo: but EN debut was one month
1:09:29 | Stray Wolf: time warping 
1:09:30 | A A: A little over a month since your english debut.
1:09:32 | Hanabi: it's only been a month since you met your Western fans
1:09:39 | RobDeLaMort: It feels like it's been longer to me.
1:09:40 | Theblekedet: Same
1:09:46 | Verijero: yes
1:09:52 | stuffed idiot: damn has it really only been a month?
1:09:53 | (Verified, Moderator) Streamlabs: RyanGosling just tipped $25.00 dayo!
1:09:57 | FerretParade: a timeless month
1:09:58 | Aggressive Quack: It feels like only yesterday
1:09:59 | ThatVidyaGuy: It feels like its been a very long time.
1:09:59 | RobDeLaMort: I hope for a lot more bear
1:10:06 | Suukotto Funsha: Based ghost dad
1:10:09 | Shippo: Goslingsan...
1:10:15 | Aggressive Quack: Oh no one of the dads dies
1:10:17 | CommanderMichael: ayo it's the gosling bro
1:10:34 | Bob: he lvies
1:10:37 | Rye Mountain: Based dead dad
1:10:37 | Verijero: goslingbros...
1:10:39 | Raziel: based goslingbros
1:10:41 | Rob G.: can i put donation in my will?
1:10:46 | FerretParade: ghosts are pretty nice
1:10:47 | Ardhya Naoki: its gosling virus gy
1:11:04 | Zia: Donation trough the Wired
1:11:07 | Antonio Badilla: Let's rock!!!
1:11:12 | Stray Wolf: lmao
1:11:12 | Theblekedet: You can say afterlife instead of heaven or hell
1:11:12 | Aggressive Quack: Even in death he is paying child support
1:11:14 | Mister Eko: Satan...
1:11:19 | Rob G.: oh no
1:11:25 | Rob G.: yab
1:11:33 | Jackku Chan: Homeless dad was too full of desire...
1:11:34 | BasedBug: Aw man, he was a bad dad
1:11:38 | Jackku Chan: Helltaker!?!?
1:11:41 | stuffed idiot: homeless dad has done some bad stuff to support his daughter
1:11:43 | Suukotto Funsha: yabe
1:11:44 | The Flesh Is Weak: lustful dad..
1:11:44 | Tianfang's Adventures: uhhh
1:11:45 | Stray Wolf: bad dad 
1:11:46 | Destoroyar Fortress: We're bad dads
1:11:47 | Tianfang's Adventures: Nope
1:11:49 | BasedBug: He probably liked NTR
1:11:49 | Verijero: he must like NTR
1:11:52 | RobDeLaMort: Demon girls are cuter than angels.
1:11:54 | Hanabi: maybe he just really liked DOOM and wanted to re-enact it
1:11:54 | ThatVidyaGuy: He robbed a bank to donate.
1:11:57 | A A: Pervert dad.
1:11:58 | Sol Codguy: good dads, bad people
1:12:05 | Aggressive Quack: We all do bad things to support are daughter
1:12:06 | Cool bug Fact's: 🔥🐻🔥<- Homeless dad
1:12:08 | Rob G.: sinners repent!
1:12:09 | Takeshi: bad dad
1:12:12 | stuffed idiot: that dad wanted to NTR Beatani
1:12:17 | Mew: Nooo bad NTR dad
1:12:17 | Theblekedet: LMAO
1:12:24 | Flux: NOOOOOOOO
1:12:27 | CommanderMichael: YES
1:12:27 | Megiddo: kusa
1:12:27 | Verijero: based marriage commiting bear
1:12:27 | Mister Eko: B A S E D
1:12:29 | BasedBug: Only Based Taste
1:12:30 | Aggressive Quack: BASED
1:12:30 | CommanderMichael: Based!
1:12:31 | Destoroyar Fortress: We go to hell so Bea can go to heaven
1:12:33 | Tianfang's Adventures: Yes
1:12:33 | Jackku Chan: Canon and childhoodfriend pilled
1:12:35 | Steven Frati: Heavenly antiNTR bea!
1:12:35 | Stray Wolf: NTR bad, you go to hell 
1:12:38 | Bob: nice
1:12:39 | ThatVidyaGuy: He wanted to NTR Beatani with another daughter,
1:12:40 | Mister Eko: >Thank you Satan-san
1:12:41 | ChefHART: satan bros...
1:12:41 | Suukotto Funsha: Based
1:12:45 | RobDeLaMort: Someone clip that "Thank you Satan" xD
1:12:48 | Takeshi: lol
1:12:58 | Stray Wolf: Let's GOOOO 
1:13:05 | Takeshi: 🙏
1:13:07 | Rob G.: wooooo
1:13:25 | Mizuki Arisu: gao gao! let's gao gao!
1:13:25 | pakkanen: Big Bear-ty
1:13:27 | Andrew Ryan: irl dad meetup at the karaoke
1:13:28 | BRAD AEON 720: are you sure it isn't lame to go to karaoke with your dad
1:13:28 | imalittle cupcake: Beatani's perfect karaoke party
