-7:43 | (New member) XeniVari: 待機
1:08:45 | Dr CEL: Do you dislike Indonesian viewers?
1:08:45 | (New member) Mechanized Doge: good translation!
1:08:49 | TheHighestNativeGod: cringe cel
1:08:51 | (New member) Mew: MAULED BY BEAR:_sprdo:
1:08:54 | (New member) max r: keep your $5
1:08:56 | (New member) Suukotto Funsha: This bear pulls no punches
1:08:59 | KaiserKrieger: LIKE CLOCKWORK
1:09:00 | (New member) OverMagnet: The MONAY
1:09:03 | (New member) ThatVidyaGuy: BEA STOP HE'S ALREADY DEAD
1:09:03 | (New member) 77Yuja_: homeless dads...
1:09:03 | (New member) BasedBug: MURDERED
1:09:05 | Voltage: nobody gives a shit where your from dont be cringe
1:09:07 | Six Majin X: she's not being a Tsundere she actually hates you
1:09:13 | (New member) billy joe【liar】: membership away
1:09:14 | 123457474869: ING Direct(tm) - save your money
1:09:16 | (New member) Neko Mikuri 寝込みくり: ベアタニええ人
1:09:16 | (New member) Raziel: kids away, dads only
1:09:18 | (New member) Matthew: He had a family!
1:09:19 | (New member) BasedBug: Spend your money on a textbook!
1:09:23 | (New member) Mister Eko: Can we get a weekly DM reading stream? 
1:09:23 | Dr CEL: NO NO NO NO NO NO NO
1:09:28 | (New member) Neko Mikuri 寝込みくり: やさしいな
1:09:28 | (New member) Sol Codguy: There's foolish dads and then there's foolish emote kids
1:09:31 | (New member) Stray Wolf: TROLL AWAY 
1:09:31 | AtomicBanana 55: RIP foolish ojisan
1:09:41 | (New member) Lazm: poor dads btfo, downgraded to uncle
1:09:42 | Voltage: CRINGECEL
1:09:43 | (New member) Firstname Lastname: LOL
1:09:47 | (New member) AnomalousRaven: the killing blow...
1:09:48 | (New member) Tachi: OUCH :_sprdo:
1:09:48 | (New member) No Body: just amazing
1:09:49 | (New member) LoneRanger25: Poor, illiterate, foolish, rejected ojisan...
1:09:50 | AtomicBanana 55: LMAO
1:09:51 | (New member) CommanderMichael: ahahahahaha
1:09:53 | (New member) billy joe【liar】: She killed him in cold blood
1:09:56 | (New member) Randel Shurker: Foolish Samurai!
1:09:57 | (New member) BasedBug: OUCH
1:09:57 | (New member) Moeniki: Jesus lmao
1:09:58 | KaiserKrieger: oji san is already dead.....
1:09:58 | Sheep: I wonder what is the second one
1:10:01 | (New member) Theblekedet: completely demolished
1:10:05 | (New member) LassesAffar: :_sprdo:jesus christ:_sprdo:
1:10:06 | Mauthe Doog: hell of a roast 😂
1:10:06 | Dr CEL: Kuso Kuma Kuso kuna kuso kuma kuso kuma
1:10:12 | (New member) Ark K.: she's really blunt
1:10:15 | (New member) CommanderMichael: next DM?
1:10:16 | (New member) Mew: It?S NOT YOUR FAULT YOU'RE POOR
1:10:22 | sp33d4l0l: ripped to shreds
1:10:24 | (New member) Stray Wolf: あ らし A W A Y
1:10:25 | (New member) OverMagnet: No ugly bastards in this membership!
1:10:25 | (New member) Theblekedet: remote kid guy kek
1:10:26 | (New member) Mister Eko: Remote kid... he had a hard life...
1:10:26 | Sheep: ahaha
1:10:28 | (New member) billy joe【liar】: He's been dead for like 5 minutes already
1:10:28 | (New member) CantDood: I'd commit seppuku if I sent that
1:10:28 | Andrew Ryan: press S to spit on grave
1:10:29 | (New member) ユーネ: AWAY
1:10:30 | (New member) 77Yuja_: abayo
1:10:30 | minoreo: GOODBYE REMOTE KIDS
1:10:31 | (New member) Firstname Lastname: REMOTE KIDS AWAY
1:10:32 | Voltage: CRINGECEL
1:10:32 | Brandon21: stop bea-chan, he's already dead.
1:10:35 | Mobius: +1 smashed mug
1:10:35 | (New member) Raziel: gone, reduced to atoms
1:10:35 | (New member) The Pope: Remote kid AWAY
1:10:36 | (New member) ThatVidyaGuy: remote kids AWAY
1:10:36 | (New member) ユーネ: GOODBYE
1:10:37 | AtomicBanana 55: Remote kid got slaughtered
1:10:39 | (New member) Moeniki: This bear is ruthless 
1:10:41 | (New member) Stray Wolf: あ らし A W A Y
1:10:42 | (New member) BasedBug: Remote Kid status: Destroyed
1:10:42 | KaiserKrieger: ABAYO REMOTEKID
1:10:42 | Alexander Holzer: Dr incel
1:10:43 | (New member) The Flesh Is Weak: ABAYO
1:10:43 | (New member) Randel Shurker: :_sprdo:FUGGGGGG :DDDDDDD:_sprdo:
1:10:43 | Herbie Cucumber: remote kid AWAY
1:10:46 | Six Majin X: double tapped
1:10:46 | Brandon21: Next Me-- DM
1:10:47 | (New member) OverMagnet: あばよ！
1:10:48 | (New member) Mechanized Doge: Please understand, he lives in Argentina. ARS currency is very unstable!
1:10:49 | Dr CEL: YOU AWAYS DJJFKEIE
1:10:49 | (New member) LassesAffar: 👏👏NEXT DEME
1:10:49 | Question Box: REMOTE AWAY
1:10:50 | Cheese: remote kid away
1:10:51 | (New member) Suukotto Funsha: Remote kids AWAY
1:10:54 | (New member) Atomsk: i'm about to get owned
1:10:55 | Sheep: oh man
1:10:57 | Horror: Next DM 8888
1:10:57 | (New member) nona: NEXT 👏 DM
1:10:59 | (New member) Mister Eko: t-there's more
1:10:59 | (New member) Peer: :_sprdo:
1:10:59 | (New member) Lazm: dad >>>>>> poor ojiisan
1:11:00 | Voltage: CEL AWAY
1:11:00 | (New member) Kofi: lol
1:11:00 | (New member) Luginov: ahahaha
1:11:01 | (New member) Moeniki: DISCORD AWAY
1:11:01 | Sheep: ohnononono
1:11:01 | (New member) Tachi: OH NO NO NO
1:11:01 | (New member) Theblekedet: ahahahaha
1:11:02 | (New member) AnomalousRaven: □□
1:11:02 | (New member) Raziel: :_sprdo:
1:11:02 | Andrew Ryan: yab
1:11:04 | (New member) TWAIN: LMAOOOO
1:11:04 | Herbie Cucumber: lmao
1:11:06 | (New member) The Flesh Is Weak: >he doesn't know
1:11:06 | (New member) クラガリ葉月: あー
1:11:06 | (New member) Verijero: DONT LEAK THE DISCORD
1:11:06 | VerticalCloud: next dm 👏
1:11:07 | (New member) Firstname Lastname: LOL
1:11:07 | (New member) Matthew: lol
1:11:08 | (New member) CantDood: ...,................
1:11:08 | (New member) ThatVidyaGuy: LMAO
1:11:09 | (New member) Idle Bear: lol
1:11:09 | Brandon21: Abayo
1:11:09 | (New member) Suukotto Funsha: Remember your meme reps dads
1:11:09 | (New member) Shippo: bros...
1:11:09 | (New member) billy joe【liar】: lmao
1:11:09 | (New member) skrong: OHH NO NONONO
1:11:09 | (New member) Tianfang's Adventures: I mean.. 
1:11:09 | (New member) 77Yuja_: kek
1:11:10 | (New member) CommanderMichael: DISCORD AWAY
1:11:10 | (New member) BasedBug: NEXT MEME
1:11:10 | Woop Woop: LOL
1:11:10 | Dr CEL: Say Hi Honey
1:11:10 | Mobius: He doesn't know
1:11:11 | TheHighestNativeGod: AHAHAHAHAHA
1:11:12 | (New member) max r: LOL
1:11:12 | (New member) Theblekedet: LMAOOOO
1:11:12 | (New member) Canna: He lacks critical information 
1:11:12 | (New member) Mister Eko: OH NO THEY ARE HERE
1:11:12 | (New member) OverMagnet: oh NOOOO
1:11:13 | (New member) Satorin_Komeiji: CRINGE
1:11:14 | knull: lol
1:11:14 | Horror: lmao He doesn't know ,,,
1:11:15 | (New member) anonEDM: he doesn't know
1:11:15 | AtomicBanana 55: F
1:11:15 | KaiserKrieger: >Kekord
1:11:15 | Your Local Weeb: HOLY CRINGE BATMAN
1:11:16 | (New member) BasedBug: >HE WASN"T INVITED
1:11:16 | (New member) Fake Name: LMAO
1:11:16 | (New member) Ark K.: kek
1:11:17 | (New member) Koruru: lmao
1:11:17 | Voltage: NOOOOOOO
1:11:17 | TheHighestNativeGod: DISCORD AWAY
1:11:17 | (New member) Mechanized Doge: my sides are in orbit 🤣🤣🤣
1:11:19 | Ada Zane: lmao
1:11:19 | (New member) Xayn: >HE LACKS THE CRITICAL INFORMATION
1:11:19 | Cheese: Discordchama...
1:11:20 | (New member) クラガリ葉月: What a dummy.
1:11:20 | franklinNOTurtle: LOLOL
1:11:22 | Six Majin X: groomer dms
1:11:22 | Dr CEL: HI HONEY
1:11:23 | (New member) Tianfang's Adventures: clearly a joke.. ri right?
1:11:24 | (New member) Moeniki: oil balons only
1:11:25 | Question Box: >she doesn't know 
1:11:25 | (New member) The Pope: He's not in the level 5 server LMAO
1:11:26 | (New member) OverMagnet: Groomers BLOWN THE FUCK OUT
1:11:28 | (New member) BasedBug: Obviously she does!
1:11:29 | Dr CEL: HI HONEY
1:11:29 | (New member) Nasty Yukari: >Critical >Information
1:11:30 | (New member) Rye Mountain: Who is this cringe normie
1:11:30 | (New member) Riptide Maurader: dang
1:11:31 | Sheep: IT'S OVER
1:11:31 | (New member) Peer: >he wasnt invited
1:11:33 | Dr CEL: HI HONEY
1:11:34 | (New member) Canna: He has to be trolling 
1:11:37 | Dr CEL: HI HONEY
1:11:37 | (New member) LassesAffar: He is not privy to the arcane knowledge us others are!
1:11:38 | (New member) CantDood: he does not possess the necessary knowledge
1:11:39 | (New member) The Flesh Is Weak: Imagine not being Level 5
1:11:39 | (New member) Stray Wolf: >he is not in the level 5 discord server 
1:11:40 | (New member) Lazm: >he doesn't have an invite
1:11:41 | (New member) Suukotto Funsha: >Everyone doesn't know
1:11:41 | Horror: he must be joking....right???
1:11:42 | Dr CEL: HI HONEY
1:11:42 | (New member) Kofi: obviously not an oil balon
1:11:42 | KaiserKrieger: >lacks the information
1:11:43 | (New member) 77Yuja_: hes not in it already....
1:11:46 | Dr CEL: HI HONY
1:11:50 | Dr CEL: HI HIENY
1:11:50 | kaiserschmarrn_: he wasnt invited to the irc...
1:11:53 | (New member) BasedBug: >he does not have the required learning
1:11:53 | TheHighestNativeGod: >he's not part of the discord
1:11:56 | Dr CEL: HI HONEY
1:11:56 | (New member) Mister Eko: >He is not in the super secret discord server
1:11:58 | Brandon21: >he's not in the secret Tier 0 discord server
1:11:59 | (New member) ThatVidyaGuy: >He doesn't have the invite
1:12:03 | john: >joining the fake non secret server
1:12:06 | sp33d4l0l: make a discord server for just him
1:12:07 | (New member) Suukotto Funsha: Make discord server for the bakas, Bea never enters it
1:12:08 | kaiserschmarrn_: LOL
1:12:10 | (New member) OverMagnet: LOWEST LEVEL
1:12:10 | (New member) CantDood: who's HIENY
1:12:11 | (New member) BasedBug: Make a one-man discord server for him!
1:12:12 | (New member) Tianfang's Adventures: Imagine not being apart of the aol chatroom
1:12:15 | (New member) No Body: >he doesnt know
1:12:17 | (New member) Fake Name: Did Dr Cell send this one too
1:12:18 | (New member) Riptide Maurader: he's not part of the super secret discord server
1:12:19 | (New member) anonEDM: He gets an invite to level -1 discord server
1:12:20 | (New member) Mechanized Doge: >only 10
1:12:22 | (New member) gyroninja: >He doesn't have access to all the archived deleted content discord server
1:12:23 | (New member) Luginov: many content
1:12:28 | (New member) CommanderMichael: this bear □:_sprdo:
1:12:28 | (New member) Randel Shurker: >He lacks the critical information
1:12:35 | Voltage: drcel CRINGE
1:12:39 | (New member) The Flesh Is Weak: Tier9 Chad here
1:12:39 | eeo: >he isn't in the skype call
1:12:41 | (New member) Hanabi: imagine not being a level 10 dad
1:12:46 | (New member) Stray Wolf: for (you) only 
1:12:48 | (New member) Satorin_Komeiji: □
1:12:50 | (New member) AnomalousRaven: dont forget the beatani onlyfans channel
1:12:51 | (New member) Mew: ahahahha
1:12:52 | (New member) Moeniki: □
1:12:54 | VerticalCloud: lmfao
1:12:55 | (New member) Theblekedet: Bea is all about LINE group
1:12:56 | (New member) CantDood: lmao
1:12:58 | (New member) OverMagnet: KUSA
1:12:58 | (New member) BasedBug: >he wasn't invited to the xbox live party chat
1:12:58 | (New member) クラガリ葉月: □
1:12:59 | webm aristocrat: isolating ward discord server for him!
1:12:59 | (New member) The Flesh Is Weak: :_yah:
1:13:00 | (New member) anonEDM: Only 4 (You)
1:13:01 | rev: damn
1:13:01 | AtomicBanana 55: Free server pog
1:13:02 | (New member) XenMaster220: kek
1:13:02 | Andrew Ryan: one discord for every dad
1:13:04 | sp33d4l0l: private discord server
1:13:04 | (New member) TWAIN: my sides
1:13:08 | ピーン祭り: いい
1:13:10 | Your Local Weeb: this is the greatest
1:13:12 | (New member) ThatVidyaGuy: □□□□
1:13:13 | (New member) ユーネ: (you)
1:13:14 | (New member) Mechanized Doge: let's go back to MSN Messenger Group chat!
1:13:14 | (New member) Tachi: 車
1:13:14 | (New member) Stray Wolf: lmao
1:13:17 | (New member) Suukotto Funsha: I like this idea, he can be alone for being cringe
1:13:18 | (New member) Sol Codguy: 森
1:13:18 | (New member) CommanderMichael: another one BTFO
1:13:19 | (New member) Rye Mountain: 2810 discord servers soon
1:13:19 | Horror: 4 you
1:13:21 | KaiserKrieger: (y o u)
1:13:21 | Question Box: one man discord server
1:13:22 | Jairo Lee Ferrer Melgarejo: xDDDDDDD
1:13:22 | (New member) max r: lucky listener
1:13:23 | sp33d4l0l: I miss MSN
1:13:26 | (New member) CantDood: this is too good
1:13:27 | (New member) OverMagnet: UOOOHH Beatani made Discord server! 😭😭😭
1:13:27 | (New member) BasedBug: People like that actually exist?
1:13:28 | Bob: nice
1:13:30 | (New member) ThatVidyaGuy: Doublekill
1:13:31 | (New member) LoneRanger25: >he's not in the PictoChat room... 
1:13:31 | Six Majin X: no discord only AOL
1:13:32 | (New member) Mister Eko: that still counts like an official beatani server
1:13:33 | sp33d4l0l: I also miss when Skype wasn't shit
1:13:33 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: tfw you aren't in the ICQ chatroom
1:13:34 | Your Local Weeb: reject discord, embrace irc
1:13:35 | (New member) Tachi: 薬
1:13:37 | (New member) Luginov: 8888
1:13:39 | (New member) Mastigos Wilkins: don't fall for the discord meme
1:13:39 | (New member) TWAIN: 👏👏
1:13:39 | (New member) Tianfang's Adventures: amazin
1:13:41 | (New member) Randel Shurker: Dads, when did we raise a savage?
1:13:45 | (New member) Stray Wolf: 👏
1:13:46 | (New member) Mechanized Doge: >$100
1:13:50 | Dr CEL: A discord is actually really good
1:13:53 | kaiserschmarrn_: hit me up on the bea email thread
1:13:55 | (New member) Matthew: Wow, cheap!
1:13:56 | (New member) ThatVidyaGuy: 👏👏👏👏👏👏👏
1:13:56 | KaiserKrieger: >100 bucks
1:13:58 | (New member) BasedBug: Oil Balons only
1:13:59 | (New member) Nasty Yukari: He's not part of the Animal Crossing clique...
1:14:00 | (New member) Tianfang's Adventures: Capitalism Hooo~
1:14:01 | (New member) OverMagnet: 💴💴💴
1:14:03 | (New member) Suukotto Funsha: Reject Discord embrace handwritten fan mail
1:14:06 | (New member) Rye Mountain: 100 dollars for one man discord server lmao
1:14:09 | (New member) クラガリ葉月: Pretty good deal.
1:14:10 | stuffed idiot: what a steal!
1:14:10 | (New member) CantDood: what an offer I'll take 7
1:14:12 | knull: I'm paying in ARS
1:14:13 | (New member) 77Yuja_: oil balon bear
1:14:13 | Your Local Weeb: what a deal!
1:14:13 | Brandon21: capitalism bear
1:14:14 | (New member) das brazy bro: WHY YOU HAVE TO DO ME LIKE THAT
1:14:16 | AtomicBanana 55: What a bargain!
1:14:16 | Sheep: reasonable
1:14:17 | Voltage: drcel its good for CRINGE LIKE YOUUU
1:14:18 | (New member) Mechanized Doge: ^
1:14:21 | (New member) BasedBug: So, that's a yes, right?
1:14:25 | (New member) The Pope: Lol I bet he doesn't know about the LINE group chat either
1:14:32 | (New member) Mechanized Doge: 100 ARS it is lmao
1:14:32 | (New member) das brazy bro: I DONT EVEN HAVE DISCORD, DONT KNOW WHY I ASKED
1:14:34 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: inb4 he actually sends 100
1:14:41 | (New member) Mister Eko: Discord Oil Baron-kun...
1:14:45 | KaiserKrieger: >he doesnt know there's a secret Google Plus group as well
1:14:45 | (New member) Stray Wolf: donate 100 and get the link 
1:14:46 | (New member) Tachi: Oh no no he's here
1:14:48 | (New member) Xayn: aka incoming
1:14:51 | (New member) max r: did I make the cut ?
1:14:51 | (New member) BasedBug: @das brazy bro You're a big man for admitting it, dad
1:14:53 | Andrew Ryan: 10000円 * 2800 dads = 28000000円
1:14:57 | VerticalCloud: should've made it 1000
1:14:57 | (New member) LassesAffar: he's here!
1:15:01 | AtomicBanana 55: Who's the hero that'll send 100?
1:15:05 | (New member) OverMagnet: AKASUPA time!
1:15:05 | (New member) Mechanized Doge: FINAL WARNING
1:15:06 | (New member) Moeniki: Ojisan BLOCK
1:15:06 | (New member) Ekusupuroshon: I missed this stream aaaaaah
1:15:07 | kaiserschmarrn_: big ups to das crazy for owning it
1:15:11 | (New member) LoneRanger25: Foolish guy AWAY
1:15:11 | (New member) Suukotto Funsha: Cringe guy AWAY
1:15:16 | (New member) クラガリ葉月: Slayed.
1:15:18 | Voltage: IT SHOULD BE 1000 FOR DISCORD
1:15:19 | Brandon21: >all these people who dont know the hidden MySpace group
1:15:20 | (New member) das brazy bro: no, i was here since forever
1:15:21 | (New member) ThatVidyaGuy: ABAYO DISCORDDAD
1:15:24 | KaiserKrieger: FOLISHNESS OJI-SAN FOOLISHNESS
1:15:27 | Arcus crundelic: amazing
1:15:27 | (New member) max r: orayo
1:15:27 | (New member) BasedBug: You should keep doing that
1:15:30 | Sheep: more dms!!!!
1:15:31 | SpaceTalon: cringe AWAY
1:15:31 | VerticalCloud: what a great time
1:15:31 | (New member) OverMagnet: 👏👏
1:15:32 | Your Local Weeb: tfw so cringe your daughter disowns you
1:15:33 | (New member) Mechanized Doge: マジ草
1:15:35 | (New member) Theblekedet: 👏👏👏👏👏👏👏
1:15:36 | (New member) Mister Eko: pacchi pacchi pacchi
1:15:40 | (New member) Matthew: btfo/10
1:15:40 | (New member) Rye Mountain: Really good stream
1:15:41 | (New member) クラガリ葉月: Thank you Bea. That was great.
1:15:42 | Woop Woop: no more dms?
1:15:43 | (New member) misc: :_bea::_bea:
1:15:44 | (New member) The Flesh Is Weak: 👏👏👏
1:15:44 | (New member) Luginov: thanks for the stream part 2~
1:15:44 | D3bugged: she murdered them
1:15:45 | (New member) Shippo: good job
1:15:45 | (New member) Raziel: 👏👏👏
1:15:48 | (New member) ThatVidyaGuy: AWAY FOOLISH DADS
1:15:48 | (New member) Mew:  ざま見ろdads!
1:15:48 | (New member) OverMagnet: :_bea::_bea:
1:15:49 | Sheep: CALLED OUT
1:15:49 | (New member) imalittle cupcake: :_bea::_bea:
1:15:50 | Brandon21: 👏Next DM 👏
1:15:50 | (New member) Ekusupuroshon: Time to watch the archive again...
1:15:51 | SpaceTalon: ❤ ❤ ❤ ❤ 
1:15:51 | AtomicBanana 55: 👏👏👏👏👏👏
1:15:52 | (New member) CommanderMichael: more DMs?
1:15:54 | Mauthe Doog: 8888888
1:15:54 | (New member) ThatVidyaGuy: 👏👏👏👏👏👏👏👏
1:15:55 | (New member) Riptide Maurader: nice stream
1:15:56 | (New member) Steven Frati: Such fools...
1:15:56 | (New member) CantDood: we need a dedicated DM reading stream
1:15:57 | Horror: Foolish/10
1:16:00 | Six Majin X: 👏👏👏
1:16:03 | (New member) Theblekedet: it was an amazing stream□:_bea:
1:16:07 | sp33d4l0l: DM review
1:16:07 | (New member) No Body: thank you again for the punishment!
1:16:08 | (New member) Mister Eko: Remote Kids...
1:16:09 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Remote Kidz
1:16:09 | (New member) Koruru: 👏👏👏
1:16:09 | (New member) The Flesh Is Weak: Remote Kids
1:16:10 | (New member) BasedBug: Truly the best punishment we could ask for!
1:16:10 | (New member) Mew: imouto discord?
1:16:12 | (New member) Stray Wolf: Remote kid was serious 
1:16:15 | (New member) XenMaster220: :_yah:/10
1:16:18 | (New member) max r: remote kids server
1:16:22 | Your Local Weeb: bear is now a licensed butcher
1:16:28 | Brandon21: Cringe Twitter DM review stream, lets gooo
1:16:34 | (New member) The Flesh Is Weak: Cellchama...
1:16:34 | (New member) Sol Codguy: Brutally honest and brutal stream
1:16:35 | (New member) Theblekedet: remote kid is a literal kid
1:16:36 | (New member) Firstname Lastname: LOL
1:16:37 | (New member) The Flesh Is Weak: uoooh...
1:16:38 | sp33d4l0l: local bear mauls oji-san
1:16:38 | VerticalCloud: lmao
1:16:40 | KaiserKrieger: >actual minor
1:16:40 | (New member) クラガリ葉月: Certified cringe kid.
1:16:42 | (New member) ユーネ: abayo
1:16:43 | Woop Woop: KEK
1:16:43 | (New member) Mister Eko: Oh no, that's a llitle sad
1:16:43 | Ysoseerius: LMAO
1:16:43 | (New member) 77Yuja_: LOL
1:16:44 | (New member) BasedBug: Real kids...
1:16:48 | (New member) Mew: >おこちゃま！
1:16:49 | Voltage: murder cel!!
1:16:49 | (New member) hohoemikuma: emote gaki
1:16:51 | Sheep: must be the one spamming here
1:16:53 | (New member) max r: so what's the real analytic beatani? 98.2% listener chan (male)?
1:16:55 | (New member) CantDood: unfortunate coincidence
1:16:56 | (New member) Mastigos Wilkins: imagine not being on a private runescape server for chatting purposes only
1:16:56 | (New member) BasedBug: Thank you for the stream!
1:16:57 | Cheese: remote kid...
1:16:59 | minoreo: thanks for the punishment beatani
1:17:00 | (New member) No Body: now that explains it
1:17:05 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
1:17:09 | (New member) Mechanized Doge: 次はR18配信タグを入れようと！
1:17:09 | (New member) Theblekedet: true
1:17:09 | D3bugged: ew
1:17:11 | (New member) 77Yuja_: absolute state of remote kids
1:17:12 | (New member) Mister Eko: >for free
1:17:12 | (New member) Verijero: >for free
1:17:13 | (New member) Lazm: BEA LOVE 💕
1:17:16 | (New member) The Flesh Is Weak: she does it for free...
1:17:17 | (New member) XenMaster220: thank you for the punishment bea!
1:17:21 | Arcus crundelic: grey 
1:17:23 | (New member) Ekusupuroshon: He does it for free..
1:17:25 | (New member) Theblekedet: >she did it for free
1:17:29 | (New member) BasedBug: >he watches it for free
1:17:29 | (New member) imalittle cupcake: Based bokukko bear
1:17:29 | (New member) Mechanized Doge: いや冗談ですｗｗ
1:17:32 | KaiserKrieger: >free
1:17:34 | (New member) LassesAffar: >He watches for free
1:17:35 | Mobius: Thanks for free entertainment paypigs
1:17:37 | (New member) XenMaster220: She really does it for free huh
1:17:39 | (New member) Neko Mikuri 寝込みくり: BEA LOVE
1:17:42 | (New member) Matthew: Free? Cringe...
1:17:50 | (New member) Mister Eko: lol 
1:17:55 | (New member) Mechanized Doge: ちがう
1:17:57 | Woop Woop: just a meme
1:17:57 | stuffed idiot: graychads rise up
1:17:57 | (New member) The Flesh Is Weak: it's not:_sprdo:
1:17:57 | (New member) Firstname Lastname: not lewd
1:17:57 | AtomicBanana 55: lol
1:17:58 | (New member) クラガリ葉月: You've learned this meme before Bea.
1:17:59 | (New member) Rye Mountain: It's not lewd
1:18:01 | (New member) Ekusupuroshon: no it's not
1:18:01 | (New member) Moeniki: not lewdww
1:18:02 | (New member) Tachi: No lol it's not
1:18:03 | (New member) ユーネ: :_sprdo:
1:18:04 | Horror: eh? no lmao
1:18:06 | Six Majin X: I can't believe these streams are free
1:18:07 | フライセンFriesen: greychads rise up
1:18:08 | (New member) Mister Eko: not this time lol
1:18:09 | (New member) CantDood: no
1:18:11 | (New member) The Pope: It's not lewd
1:18:11 | sp33d4l0l: why yes, I watch all bea's streams for free, how could you tell?
1:18:11 | (New member) OverMagnet: kusa
1:18:13 | eeo: at some point we need a meme explaining stream or something
1:18:14 | (New member) Nasty Yukari: We already went over this
1:18:15 | VerticalCloud: not lewd. just free
1:18:16 | SpaceTalon: nothing wrong with doing it for free
1:18:16 | kaiserschmarrn_: greychads stay winning
1:18:23 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $100.00 dayo!
1:18:27 | (New member) TWAIN: "he does it for free" is part of a copypasta about internet moderators
1:18:28 | (New member) BasedBug: It's a joke about internet mods not getting paid, it's not lewd
1:18:30 | (New member) クラガリ葉月: RYAN
1:18:32 | (New member) Stray Wolf: it's not lewd
1:18:32 | (New member) Luginov: HE'S IN
1:18:32 | (New member) Rye Mountain: It's a meme about forum moderators working for free.
1:18:34 | (New member) Nasty Yukari: Based projection
1:18:34 | (New member) Mechanized Doge: べあが無料でお子ちゃまをからかう、この文章では、多分？
1:18:34 | (New member) Theblekedet: jezas andrewryansan
1:18:35 | (New member) The Flesh Is Weak: □Andrew
1:18:35 | (New member) Neko Mikuri 寝込みくり: 「>無料で見てる」って
1:18:35 | VerticalCloud: balon
1:18:37 | (New member) Ekusupuroshon: HE DIDN'T WATCHED FOR FREE
1:18:37 | (New member) Mister Eko: andrew......
1:18:38 | (New member) LoneRanger25: Ryan... I kneel
1:18:39 | (New member) ユーネ: lewd bear
1:18:39 | (New member) Matthew: oil balon san sugoi
1:18:39 | kaiserschmarrn_: hes insane
1:18:41 | (New member) Jacob: he did it the mad man
1:18:41 | Dr CEL: Please Say Hi Honey
1:18:42 | (New member) Fake Name: Most are lewd though
1:18:43 | (New member) Neko Mikuri 寝込みくり: えっちｗ
1:18:43 | (New member) CantDood: I'll be heating a few hot pockets
1:18:43 | Brandon21: The absolute madman
1:18:43 | (New member) Peer: I kneel...
1:18:44 | (New member) Raziel: Andrew Ryan you magnificent bastard!
1:18:45 | (New member) Shippo: based ryansan
1:18:45 | (New member) ユーネ: hentai bear
1:18:46 | Voltage: i kneelllllll ..
1:18:48 | ZVN: Ryan, can I join your discord server?
1:18:49 | Dr CEL: 0negai
1:18:49 | (New member) Ark K.: andrew:_sprdo:
1:18:50 | TheHighestNativeGod: Ryan... I kneel....
1:18:50 | (New member) No Body: she knows too much..
1:18:53 | (New member) Tianfang's Adventures: man actually gone and did it
1:18:53 | KaiserKrieger: kneeling
1:18:56 | SpaceTalon: the ABSOLUTE madman AndrewRyan
1:18:57 | Your Local Weeb: he actually did it
1:18:57 | (New member) ユーネ: :_sprdo:
1:18:58 | (New member) XenMaster220: i kneel
1:19:01 | (New member) Mister Eko: JESAS
1:19:03 | (New member) Moeniki: □
1:19:05 | Dr CEL: UOHHHHHHH HI HONEY
1:19:07 | (New member) Stray Wolf: lol 
1:19:07 | (New member) Luginov: a discord server just for balon..
1:19:08 | (New member) Firstname Lastname: based oil baron
1:19:10 | (New member) Mechanized Doge: Andrew Ryan-san...
1:19:10 | Six Majin X: time to open his discord
1:19:11 | (New member) Theblekedet: he is really oil baron
1:19:11 | Brandon21: Lmao
1:19:12 | SpaceTalon: I kneel
1:19:13 | (New member) クラガリ葉月: Do it.
1:19:14 | (New member) Neko Mikuri 寝込みくり: 草
1:19:14 | Voltage: CRINGECEL
1:19:15 | VerticalCloud: I mean, you have to now..
1:19:15 | 123457474869: to be fair she never read chat's explanation of the "does it for free" meme
1:19:15 | (New member) max r: Andrew Ryan san
1:19:15 | Sheep: kek
1:19:16 | dartherori: oil prince ryan
1:19:16 | (New member) Rye Mountain: FInally andrew ryan can get his one man discord server
1:19:17 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: He needs it
1:19:17 | (New member) Tachi: Bros...
1:19:18 | Dr CEL: Make a discord seriously
1:19:18 | (New member) Mister Eko: it was him...
1:19:18 | (New member) No Body: kek
1:19:19 | Ada Zane: bruh
1:19:19 | (New member) CantDood: suffering from success
1:19:21 | AtomicBanana 55: lmao
1:19:21 | SpaceTalon: based
1:19:22 | (New member) Koruru: □
1:19:22 | Cheese: A private discord server
1:19:23 | (New member) billy joe【liar】: Real oil balon
1:19:26 | (New member) Mew: Amazing
1:19:27 | (New member) Shippo: Ryansan deserves to be in the discord server
1:19:29 | quietly: oil barons.... i kneel
1:19:32 | (New member) das brazy bro: don't make a discord, own the megacorps
1:19:36 | Voltage: cringecel
1:19:41 | (New member) Ark K.: make a discord server but only for yourself
1:19:41 | Voltage: cringecelllllll
1:19:45 | kaiserschmarrn_: dr cel please say sike
1:19:45 | (New member) Raziel: He's punishing you with money
1:19:47 | (New member) max r: she just told u Andrew, send her dm
1:19:51 | (New member) billy joe【liar】: Make an AOL chatroom
